name,country,gender,birth_year
Zhiwei Yun,"""Peoples Republic of China""",male,1982
Efim Zelmanov,"Soviet Union, United States of America",male,1955
Jiang Lifu,,male,1890
Rose Whelan Sedgewick,United States of America,female,1904
Robert J. T. Bell,New Zealand,male,1876
Tomi Reichental,,male,1935
Joseph Shalika,United States of America,male,1941
Paolo Casati,,male,1617
Stål Aanderaa,Norway,male,1931
Gerald Gardner (mathematician),United States of America,male,1926
Annalisa Buffa,,female,1973
Uffe Haagerup,Denmark,male,1949
Vyacheslav Shokurov,Russia,male,1950
Carl Anton Bjerknes,Norway,male,1825
Winifred Asprey,United States of America,female,1917
Katherine Johnson,United States of America,female,1918
Andrew Munro (mathematician),,male,1869
Damiano Brigo,Italy,male,1966
Thomas L. Saaty,United States of America,male,1926
Joan Feigenbaum,United States of America,female,1958
John Venn,United Kingdom,male,1834
Max Euwe,Kingdom of the Netherlands,male,1901
José F. Escobar,Colombia,male,1954
Srisa Chandra Vasu,,male,1861
Theodor Schönemann,Germany,male,1812
Rachel Kuske,United States of America,female,
Tacito Augusto Farias,,male,1963
Wolfgang Lück,Germany,male,1957
Jean Nicolas Pierre Hachette,France,male,1769
Aleksey Krylov,"Russian Empire, Soviet Union",male,1863
Semyon Aranovich Gershgorin,"Russian Empire, Soviet Union",male,1901
Archimedes,,male,-287
Damodara,India,male,
Hermann Schwarz,Germany,male,1843
George W. Myers,United States of America,male,1864
Alexander Bruno,Russia,male,1940
Ida Busbridge,,female,1908
Chandler Davis,Canada,male,1926
Benny Sudakov,,male,1969
Mariusz Ziółko,Poland,male,1946
Tatomir Anđelić,Serbia,male,1903
Jean-Luc Brylinski,France,male,1951
Rodica Simion,United States of America,female,1955
Rien Kaashoek,Kingdom of the Netherlands,male,1937
Meigu Guan,,male,1934
Pil Joong Lee,,male,
Isador M. Sheffer,United States of America,male,1901
Marie Françoise Ouedraogo,Burkina Faso,female,1967
Friedrich Hartogs,Germany,male,1874
Glyn Harman,,male,1956
Peter Ozsváth,United States of America,male,1967
Albert Schwarz,United States of America,male,1934
Matthew Young (bishop),,male,1750
William Payne (mathematician),,male,
Johann Matthias Hase,Germany,male,1684
Moedomo Soedigdomarto,Indonesia,male,1927
Erich Bessel-Hagen,Germany,male,1898
Michael Griebel,,male,1960
Graeme Segal,United Kingdom,male,1941
Josef Stefan,"Austrian Empire, Austria-Hungary",male,1835
Chuan-Chih Hsiung,"Peoples Republic of China, United States of America",male,1916
Carl Hindenburg,Germany,male,1741
Michael Cowling,Australia,male,1949
Conrad Henfling,,male,1648
Richard Bronson,United States of America,male,1941
William Leitch (scientist),,male,1814
Jean-Pierre Sydler,Switzerland,male,1921
Paul Garabedian,United States of America,male,1927
John Brown Clark,,male,1861
Neil Sloane,United States of America,male,1939
Alain Connes,France,male,1947
Ivar Otto Bendixson,Sweden,male,1861
Mark Kisin,Australia,male,1972
Raymond Flood (mathematician),,male,
Matila Ghyka,Romania,male,1881
Reese Prosser,United States of America,male,1927
Michael Scott Jacobson,United States of America,male,
David Slowinski,,male,
Ziauddin Ahmad,,male,1878
Adolfas Jucys,Lithuania,male,1904
Edward Wells (theologian),,male,1667
Enrique Pujals,,male,1900
Valery Goppa,Soviet Union,male,1939
Thymaridas,,male,
Andrea Braides,Italy,male,1961
Holbrook Mann MacNeille,United States of America,male,1907
Joseph Dzhun,"Soviet Union, Ukraine",male,1940
John Robert Kline,United States of America,male,1891
Peder Horrebow,Denmark,male,1679
Julong Deng,,male,1933
Heinrich Guggenheimer,United States of America,male,1924
Michael Adelbulner,Germany,male,1702
Henry Roy Brahana,United States of America,male,1895
Joseph of Spain,Spain,male,
T. R. Ramadas,,male,1955
Arnold Lynch,,male,1914
Rodrigo Arocena,Uruguay,male,1947
Donald J. Newman,United States of America,male,1930
Georges Valiron,France,male,1884
Bernard Koopman,United States of America,male,1900
Hoàng Tụy,Vietnam,male,1927
Juan Caramuel y Lobkowitz,Spain,male,1606
Stephen Timoshenko,"Russian Empire, United States of America",male,1878
Antoine Arnauld,France,male,1612
Maurício Peixoto,Brazil,male,1921
Theodor Schneider,Germany,male,1911
Igor Dolgachev,"Soviet Union, Russia",male,1944
John H. Smith (mathematician),United States of America,male,
William G. Bade,United States of America,male,1924
William B. Gragg,,male,
Andrew Browder,,male,
Marsha Berger,United States of America,female,1953
Johann Friedrich Schultz,German Empire,male,1739
Zoltán Szabó (mathematician),Hungary,male,1965
Thomas Hill (author),Kingdom of England,male,1528
Thomas Simpson Evans,,male,1777
Christiaan Huygens,Dutch Republic,male,1629
Carlo Somigliana,Italy,male,1860
John Charles Fields,Canada,male,1863
S. B. Rao,,male,
Robin Sibson,United Kingdom,male,1944
Pavel Grinfeld,United States of America,male,
Erica Flapan,United States of America,female,1956
Esteban Terradas i Illa,Spain,male,1883
Probal Chaudhuri,India,male,1963
Sanjeev Arora,United States of America,male,1968
Yuri Valentinovich Nesterenko,"Ukraine, Soviet Union",male,1946
Roland Fraïssé,France,male,1920
Gerd Faltings,Germany,male,1954
Celia Hoyles,United Kingdom,female,1946
Lisa Jeffrey,Canada,female,1965
James Cockle,United Kingdom,male,1819
Prabodh Chandra Goswami,India,male,1911
Vladimir Platonov,"Belarus, Soviet Union",male,1939
Sigismundus Suevus,,male,1526
Keith Geddes,Canada,male,1948
Leon Lichtenstein,Germany,male,1878
Christie Jayaratnam Eliezer,,male,1918
Siva Athreya,,male,1971
Michel Chasles,France,male,1793
Péter Kiss (mathematician),Hungary,male,1937
Stanisław Krajewski,Poland,male,1950
Ian Sloan,Australia,male,1938
Kaj Nyström,,male,
Ezra Getzler,Australia,male,1962
Hung Cheng,United States of America,male,
Tadashi Nakayama (mathematician),Japan,male,1912
Thomas Ransford,,male,1958
Alexander McAulay,"United Kingdom, Australia",male,1863
Evelyn Nelson (mathematician),Canada,female,1943
Aleksei Pogorelov,Soviet Union,male,1919
David Borwein,Canada,male,1924
Platon Poretsky,"Ukraine, Soviet Union",male,1846
Tibor Szele,Hungary,male,1918
Myles Tierney,United States of America,male,1937
Abigail Thompson,United States of America,female,1958
Lyudmila Keldysh,"Russian Empire, Soviet Union",female,1904
Piero Borgi,,male,1424
James Glimm,United States of America,male,1934
John Lodge Cowley,United Kingdom,male,1719
John Riordan (mathematician),United States of America,male,1903
Joseph Madachy,United States of America,male,1927
Henry O. Pollak,United States of America,male,1927
Stefan Banach,"Austria-Hungary, Second Polish Republic",male,1892
Johannes Werner,Germany,male,1468
Mohammad Hajiaghayi,,male,
Frank Garvan,,male,1955
George C. Papanicolaou,United States of America,male,1943
Archibald Smith,United Kingdom of Great Britain and Ireland,male,1813
Tom Snijders,Kingdom of the Netherlands,male,1949
J. M. R. Parrondo,Spain,male,1964
Scott Sheffield,United States of America,male,1973
Alasdair Urquhart,United Kingdom,male,1945
Stanisław Saks,Poland,male,1897
George Szekeres,"Hungary, Australia",male,1911
Esther Szekeres,Australia,female,1910
Thomas von Randow,Germany,male,1921
Zahid Khalilov,Soviet Union,male,1911
Mileva Prvanović,Serbia,female,1929
Ernesto Lupercio,Mexico,male,1970
André Martineau,France,male,1930
Keith Stroyan,United States of America,male,
William Fogg Osgood,United States of America,male,1864
Lloyd N. Trefethen,United States of America,male,1955
Ottaviano Menni,,male,1651
Joseph A. Wolf,United States of America,male,1936
Loulou von Brochwitz,Switzerland,female,1986
Stanislav Vydra,,male,1741
Montserrat Teixidor i Bigas,,female,
Yegor Ivanovich Zolotarev,Russian Empire,male,1847
Vladimir A. Zorich,"Soviet Union, Russia",male,1937
Heinrich Brandt,Germany,male,1886
Jon Sorenson,United States of America,male,1964
Victor-Amédée Lebesgue,France,male,1791
Vaclav Zizler,,male,
Hoàng Xuân Hãn,Vietnam,male,1908
Paul Tannery,France,male,1843
Julio Cesar Firrufino,Spain,male,1578
Carolyn S. Gordon,United States of America,female,1950
Said al-Andalusi,"Al-Ándalus, Spain",male,1029
Wendelin Werner,France,male,1968
Pierre Pansu,France,male,1959
Antoine Cavalleri,,male,1698
David E. Muller,United States of America,male,1924
Francis Galton,United Kingdom,male,1822
Peter Jones (mathematician),United States of America,male,1952
Miroslav Fiedler,Czech Republic,male,1926
Terence Tao,"Australia, United States of America",male,1975
Joseph L. Walsh,United States of America,male,1895
Tevian Dray,United States of America,male,1956
Elizabeth Stephansen,Norway,female,1872
Lee Stiff,United States of America,male,1941
Michael Boardman,United States of America,male,1938
William Frederick Eberlein,United States of America,male,1917
Kushyar Gilani,Iran,male,971
Catherine Stern,,female,1894
Bo Berndtsson,Sweden,male,1950
William James Sidis,United States of America,male,1898
Paul Mahlo,Germany,male,1883
Samuel Foster,,male,
Lucien Szpiro,France,male,1941
Alex Eskin,United States of America,male,1965
David P. Robbins,United States of America,male,1942
Ngô Bảo Châu,"France, Vietnam",male,1972
Stan Wagon,Canada,male,1951
Shaul Foguel,Israel,male,1931
Franc Hočevar,Austria-Hungary,male,1853
Moshe Zakai,Israel,male,1926
Gisiro Maruyama,Japan,male,1916
Udny Yule,United Kingdom,male,1871
Vilmos Totik,Hungary,male,1954
Luca Gammaitoni,Italy,male,1961
Margarete Kahn,Germany,female,1880
William Allen Whitworth,,male,1840
Edmund Gunter,United Kingdom,male,1581
Karol Życzkowski,,male,1960
Jesse Douglas,United States of America,male,1897
Guy Henniart,France,male,1953
Yasha Asley,,male,2003
Jeff Kahn,United States of America,male,1950
Burt Totaro,United States of America,male,1969
Víctor Neumann-Lara,Mexico,male,1933
Christopher Wren,"Kingdom of England, 1 May 1707Gregorian, Kingdom of Great Britain, 1 May 1707Gregorian, 25 February 1723Gregorian",male,1632
Dénes Kőnig,Hungary,male,1884
Walter Knödel,Austria,male,1926
Ivan Fellegi,Hungary,male,1935
Bhaktisiddhanta Sarasvati Thakura,India,male,1874
Gerald Schwarz,,male,1946
Dorothy Lewis Bernstein,United States of America,female,1914
Robert Kottwitz,United States of America,male,1950
Albert Brudzewski,Poland,male,1445
John Colson,United Kingdom,male,1680
Elling Holst,Norway,male,1849
Francis Birch (cryptographer),"United Kingdom, United Kingdom of Great Britain and Ireland",male,1889
Augustin Sesmat,France,male,
Choudum S. A.,,male,1947
John Milnor,United States of America,male,1931
Nikolai Günther,"Russian Empire, Soviet Union",male,1871
Otto Szász,Hungary,male,1884
Helge Tverberg,Norway,male,1935
K. V. Sarma,India,male,1919
Nikolai Andreevich Lebedev,Soviet Union,male,1919
Frigyes Riesz,Hungary,male,1880
John Collins (mathematician),Kingdom of England,male,1625
Ulrich Stuhler,Germany,male,1900
Niccolò Fontana Tartaglia,,male,1499
Robert Tijdeman,Kingdom of the Netherlands,male,1943
Taro Morishima,Japan,male,1903
David Masser,United Kingdom,male,1948
Diederich Hinrichsen,Germany,male,1939
Michael Ian Shamos,United States of America,male,1947
Barbara McMartin,United States of America,female,1931
Ileana Streinu,Romania,female,1900
Josef Teichmann,Austria,male,1972
Gilbert Strang,United States of America,male,1934
Bernard Silverman,United Kingdom,male,1952
Robert Small (minister),,male,1732
Yuri Kondratiev,"Ukraine, Soviet Union",male,1953
Herbert Robbins,United States of America,male,1915
Robert Morris (mathematician),,male,
John B. Cosgrave,Ireland,male,1946
Chaim L. Pekeris,Israel,male,1908
Yan Soibelman,,male,1956
Roshdi Rashed,France,male,1936
John Friedlander,Canada,male,1941
George A. Elliott,Canada,male,1945
Stephen S. Kudla,United States of America,male,1950
Patrick Kelly (metrologist),United Kingdom of Great Britain and Ireland,male,1756
Kelallur Neelakandhan Somayaji,,male,1465
David Webb (mathematician),United States of America,male,
Viktor Wagner,Russian Empire,male,1908
Colin McLarty,United States of America,male,
Walter Warner,Kingdom of England,male,1563
Callippus,,male,-370
Bill Parry (mathematician),United Kingdom,male,1934
Steven Zucker,United States of America,male,
Justin Jesse Price,United States of America,male,1930
Johann Gottlieb Friedrich von Bohnenberger,"Confederation of the Rhine, German Confederation",male,1765
Eugène Cosserat,France,male,1866
Otto M. Nikodym,Poland,male,1887
Henry Louis Rietz,United States of America,male,1875
Calvin C. Moore,United States of America,male,1936
Mina Rees,United States of America,female,1902
Owen Saunders,,male,1903
Paul du Bois-Reymond,Germany,male,1831
Ragnar Winther,Norway,male,1949
William H. Jefferys,United States of America,male,1940
Alfred Tarski,Poland,male,1901
Keti Tenenblat,,female,1944
Richard A. Parker,,male,1953
Kiril Tenekedjiev,,male,1960
Ami Radunskaya,United States of America,female,
Wilfrid Leng,,male,1952
Neil F. Johnson,United Kingdom,male,1961
Louise Hay (mathematician),United States of America,female,1935
Erland Samuel Bring,Sweden,male,1736
Lester S. Hill,United States of America,male,1891
Ming-Jun Lai,United States of America,male,
Daniel Kan,Kingdom of the Netherlands,male,1927
Mary Cordia Karl,,female,1893
M. K. Fort Jr.,United States of America,male,1921
Karl Gustav Jöreskog,Sweden,male,1935
Bryson of Heraclea,,male,
Jotun Hein,,male,1956
Conrad Dasypodius,Switzerland,male,1532
S. R. Srinivasa Varadhan,India,male,1940
John Saxon (educator),United States of America,male,1923
Pertti Mattila,Finland,male,1948
Tibor Šalát,,male,1926
Frank Bonsall,United Kingdom,male,1920
Italo Jose Dejter,United States of America,male,
Vladimir Abramovich Rokhlin,Soviet Union,male,1919
Arthur Rosenthal,Germany,male,1887
Penny Haxell,,female,
Sarah Flannery,Ireland,female,1982
Nicolae Popescu,Romania,male,1937
Abul-Hasan Bayhaqi,Iran,male,1100
Márton Balázs,Romania,male,1929
Robert Vanderbei,United States of America,male,1955
Catharina Stroppel,Germany,female,1971
Andrey Kolmogorov,"Soviet Union, Russian Empire",male,1903
Emmanuel Giroux,France,male,1900
Steven Gaal,United States of America,male,1924
James H. Wilkinson,United Kingdom,male,1919
Vera Pless,United States of America,female,1931
Chris Brink,South Africa,male,1951
Jean-Pierre Vigier,France,male,1920
Martin van den Hove,Netherlands,male,1605
Maria Fernanda Botelho,,female,
Muḥammad ibn Ibrāhīm al-Fazārī,Abbasid Caliphate,male,700
Jan Jansz de Jonge Stampioen,Netherlands,male,1610
Vladimir Marchenko,"Soviet Union, Ukraine",male,1922
Iacopo Barsotti,Italy,male,1921
Marjorie Senechal,United States of America,female,1939
Thomas Zaslavsky,,male,1945
Marian Small,,female,
Michael Lvovitch Tsetlin,Soviet Union,male,1924
Francis Raven,United States of America,male,1914
Jerry L. Bona,United States of America,male,1945
Maurice Gevrey,France,male,1884
Ernst Ruh,Switzerland,male,1936
Friedrich Wilhelm Opelt,,male,1794
Herman Hollerith,United States of America,male,1860
Munishvara,India,male,
Dilly Knox,United Kingdom,male,1884
David Kelly (mathematician),United States of America,male,
Alexander John Thompson,,male,
Christopher Hooley,United Kingdom,male,1928
Eric Vanden-Eijnden,,male,
Audrey Terras,United States of America,female,1942
Paul Ehrenfest,"Kingdom of the Netherlands, Austria",male,1880
Stefanie Petermichl,Germany,female,1971
R. H. Bing,United States of America,male,1914
Eugene Dynkin,"Soviet Union, United States of America",male,1924
Martin David Kruskal,United States of America,male,1925
Susan Athey,United States of America,female,1970
Abū Ishāq Ibrāhīm al-Zarqālī,Arab,male,1029
Ricardo Pérez-Marco,Spain,male,1967
P Kesava Menon,India,male,1917
Jim Agler,,male,
Rostislav Grigorchuk,"Ukraine, Soviet Union",male,1953
Robert William Chapman (engineer),Australia,male,1866
Daniel Cresswell,United Kingdom,male,1776
"Raymond O. Wells, Jr.",United States of America,male,1940
Isaak Russman,Russia,male,1938
Thomas Harriot,Kingdom of England,male,1560
Duncan Suttles,"United States of America, Canada",male,1945
Rahim Gaziyev,Azerbaijan,male,1943
Emanoil Bacaloglu,Romania,male,1830
Johann Georg Rosenhain,Germany,male,1816
Victor Glushkov,Soviet Union,male,1923
Thierry Coquand,France,male,1961
Asger Aaboe,Denmark,male,1922
Vaughan Jones,New Zealand,male,1952
Kenneth Pennycuick,,male,1911
Robert Stanton Avery,United States of America,male,1808
Karl Sigmund,Austria,male,1945
Arup Bose,India,male,1959
Persi Diaconis,United States of America,male,1945
Harold Neville Vazeille Temperley,United Kingdom,male,1915
Graham Allan,United Kingdom,male,1936
Emery Molyneux,United Kingdom,male,1500
Béla Szőkefalvi-Nagy,Hungary,male,1913
